ai_concept,Country/territory,Country/territory_label,impact_level,pub_type,publications,year
All AI research,NZL,New Zealand,All works,All publication types,0.1755671068634356,2022
All AI research,NZL,New Zealand,All works,All publication types,0.1668824433437512,2023
All AI research,NZL,New Zealand,All works,All publication types,0.1547177906017379,2024
All AI research,NZL,New Zealand,All works,All publication types,0.14061422272950722,2025
All AI research,NZL,New Zealand,All works,All publication types,0.13221571740500226,2026
All AI research,ZAF,South Africa,All works,All publication types,0.2570963852543789,2000
All AI research,ZAF,South Africa,All works,All publication types,0.24752475259422838,2001
All AI research,ZAF,South Africa,All works,All publication types,0.37234715102262506,2002
All AI research,ZAF,South Africa,All works,All publication types,0.3181691328976,2003
All AI research,ZAF,South Africa,All works,All publication types,0.12340414604000227,2004
All AI research,ZAF,South Africa,All works,All publication types,0.23787780437772646,2005
All AI research,ZAF,South Africa,All works,All publication types,0.21794603629571432,2006
All AI research,ZAF,South Africa,All works,All publication types,0.24218524918460543,2007
All AI research,ZAF,South Africa,All works,All publication types,0.24761927591923324,2008
All AI research,ZAF,South Africa,All works,All publication types,0.31478454181334065,2009
All AI research,ZAF,South Africa,All works,All publication types,0.23841810560333154,2010
All AI research,ZAF,South Africa,All works,All publication types,0.3198254956421676,2011
All AI research,ZAF,South Africa,All works,All publication types,0.2631877644208094,2012
All AI research,ZAF,South Africa,All works,All publication types,0.24500543734839936,2013
All AI research,ZAF,South Africa,All works,All publication types,0.26849563517508385,2014
All AI research,ZAF,South Africa,All works,All publication types,0.21072668780970724,2015
All AI research,ZAF,South Africa,All works,All publication types,0.2624782096520875,2016
All AI research,ZAF,South Africa,All works,All publication types,0.2434532065337035,2017
All AI research,ZAF,South Africa,All works,All publication types,0.17622976267502097,2018
All AI research,ZAF,South Africa,All works,All publication types,0.2654891457652269,2019
All AI research,ZAF,South Africa,All works,All publication types,0.27648506236451886,2020
All AI research,ZAF,South Africa,All works,All publication types,0.23182044692000184,2021
All AI research,ZAF,South Africa,All works,All publication types,0.24418606519455133,2022
All AI research,ZAF,South Africa,All works,All publication types,0.2596570946234443,2023
All AI research,ZAF,South Africa,All works,All publication types,0.21770096934176866,2024
All AI research,ZAF,South Africa,All works,All publication types,0.41541624572694763,2025
All AI research,ZAF,South Africa,All works,All publication types,0.2695635071154387,2026
All AI research,SVN,Slovenia,All works,All publication types,0.29686012618898366,2000
All AI research,SVN,Slovenia,All works,All publication types,0.30474821801413465,2001
All AI research,SVN,Slovenia,All works,All publication types,0.2816300627223458,2002
All AI research,SVN,Slovenia,All works,All publication types,0.3474741840208581,2003
All AI research,SVN,Slovenia,All works,All publication types,0.3470822378415784,2004
All AI research,SVN,Slovenia,All works,All publication types,0.1874873156895363,2005
All AI research,SVN,Slovenia,All works,All publication types,0.22756962953510057,2006
All AI research,SVN,Slovenia,All works,All publication types,0.17799265290719285,2007
All AI research,SVN,Slovenia,All works,All publication types,0.25100674083518354,2008
All AI research,SVN,Slovenia,All works,All publication types,0.1839473034906837,2009
All AI research,SVN,Slovenia,All works,All publication types,0.1998349571754305,2010
All AI research,SVN,Slovenia,All works,All publication types,0.24278424008126467,2011
All AI research,SVN,Slovenia,All works,All publication types,0.22583780201831316,2012
All AI research,SVN,Slovenia,All works,All publication types,0.1438061311544921,2013
All AI research,SVN,Slovenia,All works,All publication types,0.16555951978382755,2014
All AI research,SVN,Slovenia,All works,All publication types,0.2101372312696941,2015
All AI research,SVN,Slovenia,All works,All publication types,0.2206174203206742,2016
All AI research,SVN,Slovenia,All works,All publication types,0.15219730784023086,2017
All AI research,SVN,Slovenia,All works,All publication types,0.1322899074536383,2018
All AI research,SVN,Slovenia,All works,All publication types,0.12720648708196536,2019
All AI research,SVN,Slovenia,All works,All publication types,0.15894734229329957,2020
All AI research,SVN,Slovenia,All works,All publication types,0.12611777835220225,2021
All AI research,SVN,Slovenia,All works,All publication types,0.15595782287910354,2022
All AI research,SVN,Slovenia,All works,All publication types,0.11924575384949487,2023
All AI research,SVN,Slovenia,All works,All publication types,0.11638987795168869,2024
All AI research,SVN,Slovenia,All works,All publication types,0.09644093528307388,2025
All AI research,SVN,Slovenia,All works,All publication types,0.16127019642927776,2026
All AI research,SVK,Slovak Republic,All works,All publication types,0.30562988808656844,2000
All AI research,SVK,Slovak Republic,All works,All publication types,0.1250931554093943,2001
All AI research,SVK,Slovak Republic,All works,All publication types,0.053956309549267834,2002
All AI research,SVK,Slovak Republic,All works,All publication types,0.05977300219478748,2003
All AI research,SVK,Slovak Republic,All works,All publication types,0.1776761256487483,2004
All AI research,SVK,Slovak Republic,All works,All publication types,0.08297492118964159,2005
All AI research,SVK,Slovak Republic,All works,All publication types,0.1408702167767948,2006
All AI research,SVK,Slovak Republic,All works,All publication types,0.11908191657942234,2007
All AI research,SVK,Slovak Republic,All works,All publication types,0.2140011143612513,2008
All AI research,SVK,Slovak Republic,All works,All publication types,0.16513039288578407,2009
All AI research,SVK,Slovak Republic,All works,All publication types,0.13816451384421544,2010
All AI research,SVK,Slovak Republic,All works,All publication types,0.20301557151554556,2011
All AI research,SVK,Slovak Republic,All works,All publication types,0.20352714101250383,2012
All AI research,SVK,Slovak Republic,All works,All publication types,0.3330661935020237,2013
All AI research,SVK,Slovak Republic,All works,All publication types,0.33245171309523935,2014
All AI research,SVK,Slovak Republic,All works,All publication types,0.24708727695689636,2015
All AI research,SVK,Slovak Republic,All works,All publication types,0.2910240909117528,2016
All AI research,SVK,Slovak Republic,All works,All publication types,0.191277839525891,2017
All AI research,SVK,Slovak Republic,All works,All publication types,0.17598302159174284,2018
All AI research,SVK,Slovak Republic,All works,All publication types,0.16787275932746518,2019
All AI research,SVK,Slovak Republic,All works,All publication types,0.1423051781836511,2020
All AI research,SVK,Slovak Republic,All works,All publication types,0.12109351450524355,2021
All AI research,SVK,Slovak Republic,All works,All publication types,0.1490573215072706,2022
All AI research,SVK,Slovak Republic,All works,All publication types,0.14635860750542706,2023
All AI research,SVK,Slovak Republic,All works,All publication types,0.12563157589862683,2024
All AI research,SVK,Slovak Republic,All works,All publication types,0.09975021039338061,2025
All AI research,SVK,Slovak Republic,All works,All publication types,0.037276186062683576,2026
All AI research,BGR,Bulgaria,All works,All publication types,0.21840075570825862,2000
All AI research,BGR,Bulgaria,All works,All publication types,0.2515170873134901,2001
All AI research,BGR,Bulgaria,All works,All publication types,0.08888208377773348,2002
All AI research,BGR,Bulgaria,All works,All publication types,0.19937901288696375,2003
All AI research,BGR,Bulgaria,All works,All publication types,0.2576626895498663,2004
All AI research,BGR,Bulgaria,All works,All publication types,0.11803059849941473,2005
All AI research,BGR,Bulgaria,All works,All publication types,0.08630750061913225,2006
All AI research,BGR,Bulgaria,All works,All publication types,0.09832747038556401,2007
All AI research,BGR,Bulgaria,All works,All publication types,0.16210242455471519,2008
All AI research,BGR,Bulgaria,All works,All publication types,0.11904221156187655,2009
All AI research,BGR,Bulgaria,All works,All publication types,0.15385738823816894,2010
All AI research,BGR,Bulgaria,All works,All publication types,0.09550785959496871,2011
All AI research,BGR,Bulgaria,All works,All publication types,0.1692395808114868,2012
All AI research,BGR,Bulgaria,All works,All publication types,0.16183940865084714,2013
All AI research,BGR,Bulgaria,All works,All publication types,0.18838588717717597,2014
All AI research,BGR,Bulgaria,All works,All publication types,0.21133713838902715,2015
All AI research,BGR,Bulgaria,All works,All publication types,0.172859189776611,2016
All AI research,BGR,Bulgaria,All works,All publication types,0.13991585615612268,2017
All AI research,BGR,Bulgaria,All works,All publication types,0.1769482352787283,2018
All AI research,BGR,Bulgaria,All works,All publication types,0.18164662638177534,2019
All AI research,BGR,Bulgaria,All works,All publication types,0.13630301476802306,2020
All AI research,BGR,Bulgaria,All works,All publication types,0.11961752265172657,2021
All AI research,BGR,Bulgaria,All works,All publication types,0.11399394094958787,2022
All AI research,BGR,Bulgaria,All works,All publication types,0.14339634569070608,2023
All AI research,BGR,Bulgaria,All works,All publication types,0.09815229123535818,2024
All AI research,BGR,Bulgaria,All works,All publication types,0.11730007359888481,2025
All AI research,BGR,Bulgaria,All works,All publication types,0.15224637519539158,2026
All AI research,HRV,Croatia,All works,All publication types,0.1133322840901151,2000
All AI research,HRV,Croatia,All works,All publication types,0.08650058542536342,2001
All AI research,HRV,Croatia,All works,All publication types,0.06343512145184499,2002
All AI research,HRV,Croatia,All works,All publication types,0.07140199076051798,2003
All AI research,HRV,Croatia,All works,All publication types,0.10983615122446386,2004
All AI research,HRV,Croatia,All works,All publication types,0.13010860417513465,2005
All AI research,HRV,Croatia,All works,All publication types,0.12610823727733517,2006
All AI research,HRV,Croatia,All works,All publication types,0.1057872380380146,2007
All AI research,HRV,Croatia,All works,All publication types,0.17754264993693258,2008
All AI research,HRV,Croatia,All works,All publication types,0.13728072302038083,2009
All AI research,HRV,Croatia,All works,All publication types,0.15576973824769672,2010
All AI research,HRV,Croatia,All works,All publication types,0.13240145904281228,2011
All AI research,HRV,Croatia,All works,All publication types,0.2519082882464434,2012
All AI research,HRV,Croatia,All works,All publication types,0.18159719847949235,2013
All AI research,HRV,Croatia,All works,All publication types,0.2322853786675336,2014
All AI research,HRV,Croatia,All works,All publication types,0.20689925743061213,2015
All AI research,HRV,Croatia,All works,All publication types,0.18294088356424515,2016
All AI research,HRV,Croatia,All works,All publication types,0.20313963284531525,2017
All AI research,HRV,Croatia,All works,All publication types,0.14739690790521887,2018
All AI research,HRV,Croatia,All works,All publication types,0.0993858118019933,2019
All AI research,HRV,Croatia,All works,All publication types,0.141602549412048,2020
All AI research,HRV,Croatia,All works,All publication types,0.10580509473323337,2021
All AI research,HRV,Croatia,All works,All publication types,0.10100208124675962,2022
All AI research,HRV,Croatia,All works,All publication types,0.0994420631172471,2023
All AI research,HRV,Croatia,All works,All publication types,0.1115137738093583,2024
All AI research,HRV,Croatia,All works,All publication types,0.056825702041611595,2025
All AI research,HRV,Croatia,All works,All publication types,0.0441387493485188,2026
All AI research,COL,Colombia,All works,All publication types,0.02046277357816675,2000
All AI research,COL,Colombia,All works,All publication types,0.04923879502953602,2001
All AI research,COL,Colombia,All works,All publication types,0.027238561887381104,2002
All AI research,COL,Colombia,All works,All publication types,0.06756442488732921,2003
All AI research,COL,Colombia,All works,All publication types,0.05297979025898242,2004
All AI research,COL,Colombia,All works,All publication types,0.0722225496932797,2005
All AI research,COL,Colombia,All works,All publication types,0.08025465466060767,2006
All AI research,COL,Colombia,All works,All publication types,0.09048185035680202,2007
All AI research,COL,Colombia,All works,All publication types,0.12493150862495024,2008
All AI research,COL,Colombia,All works,All publication types,0.17496859296037828,2009
All AI research,COL,Colombia,All works,All publication types,0.11550604360966825,2010
All AI research,COL,Colombia,All works,All publication types,0.1411196969345246,2011
All AI research,COL,Colombia,All works,All publication types,0.2164796223804927,2012
All AI research,COL,Colombia,All works,All publication types,0.295845497516482,2013
All AI research,COL,Colombia,All works,All publication types,0.19872640996013083,2014
All AI research,COL,Colombia,All works,All publication types,0.24259206615806536,2015
All AI research,COL,Colombia,All works,All publication types,0.1649074518029827,2016
All AI research,COL,Colombia,All works,All publication types,0.1825469159958584,2017
All AI research,COL,Colombia,All works,All publication types,0.175685338618363,2018
All AI research,COL,Colombia,All works,All publication types,0.1351140911793584,2019
All AI research,COL,Colombia,All works,All publication types,0.18134134947055972,2020
All AI research,COL,Colombia,All works,All publication types,0.13171833786152953,2021
All AI research,COL,Colombia,All works,All publication types,0.1265053304215831,2022
All AI research,COL,Colombia,All works,All publication types,0.1353700728256737,2023
All AI research,COL,Colombia,All works,All publication types,0.12320455029586011,2024
All AI research,COL,Colombia,All works,All publication types,0.061718518153770066,2025
All AI research,COL,Colombia,All works,All publication types,0.11883291217211768,2026
All AI research,CHL,Chile,All works,All publication types,0.11114608929682326,2000
All AI research,CHL,Chile,All works,All publication types,0.08037900636329338,2001
All AI research,CHL,Chile,All works,All publication types,0.10779109767845958,2002
All AI research,CHL,Chile,All works,All publication types,0.1209996270115535,2003
All AI research,CHL,Chile,All works,All publication types,0.13981495892692092,2004
All AI research,CHL,Chile,All works,All publication types,0.15907617965902077,2005
All AI research,CHL,Chile,All works,All publication types,0.25691940480734204,2006
All AI research,CHL,Chile,All works,All publication types,0.1553046673484889,2007
All AI research,CHL,Chile,All works,All publication types,0.10503229296138232,2008
All AI research,CHL,Chile,All works,All publication types,0.18889342948313254,2009
All AI research,CHL,Chile,All works,All publication types,0.1216951093310892,2010
All AI research,CHL,Chile,All works,All publication types,0.1402514906357512,2011
All AI research,CHL,Chile,All works,All publication types,0.12577679464995756,2012
All AI research,CHL,Chile,All works,All publication types,0.10318278245146542,2013
All AI research,CHL,Chile,All works,All publication types,0.10254292448209135,2014
All AI research,CHL,Chile,All works,All publication types,0.14869001800188686,2015
All AI research,CHL,Chile,All works,All publication types,0.09173948392658568,2016
All AI research,CHL,Chile,All works,All publication types,0.15931426698816897,2017
All AI research,CHL,Chile,All works,All publication types,0.11026253157674433,2018
All AI research,CHL,Chile,All works,All publication types,0.13517492320526775,2019
All AI research,CHL,Chile,All works,All publication types,0.1372777960821491,2020
All AI research,CHL,Chile,All works,All publication types,0.15342100980853346,2021
All AI research,CHL,Chile,All works,All publication types,0.11239650569673135,2022
All AI research,CHL,Chile,All works,All publication types,0.12467925771628899,2023
All AI research,CHL,Chile,All works,All publication types,0.1070455072235875,2024
All AI research,CHL,Chile,All works,All publication types,0.11019305129660194,2025
All AI research,CHL,Chile,All works,All publication types,0.09613966788005313,2026
All AI research,ARG,Argentina,All works,All publication types,0.22745160022915104,2000
All AI research,ARG,Argentina,All works,All publication types,0.21159373988291094,2001
All AI research,ARG,Argentina,All works,All publication types,0.1251932223714133,2002
All AI research,ARG,Argentina,All works,All publication types,0.10082333306387557,2003
All AI research,ARG,Argentina,All works,All publication types,0.14071949222270558,2004
All AI research,ARG,Argentina,All works,All publication types,0.11695045026137628,2005
All AI research,ARG,Argentina,All works,All publication types,0.13732435514356414,2006
All AI research,ARG,Argentina,All works,All publication types,0.12989322182378962,2007
All AI research,ARG,Argentina,All works,All publication types,0.12001085248219791,2008
All AI research,ARG,Argentina,All works,All publication types,0.11805839399362551,2009
All AI research,ARG,Argentina,All works,All publication types,0.12315228951580724,2010
All AI research,ARG,Argentina,All works,All publication types,0.12339381860409447,2011
All AI research,ARG,Argentina,All works,All publication types,0.1250319219214102,2012
All AI research,ARG,Argentina,All works,All publication types,0.1559497223740524,2013
All AI research,ARG,Argentina,All works,All publication types,0.11508864063451898,2014
All AI research,ARG,Argentina,All works,All publication types,0.2071802593279016,2015
All AI research,ARG,Argentina,All works,All publication types,0.13071474107616893,2016
All AI research,ARG,Argentina,All works,All publication types,0.1298440766585023,2017
All AI research,ARG,Argentina,All works,All publication types,0.10439589898296296,2018
All AI research,ARG,Argentina,All works,All publication types,0.11740690897422909,2019
All AI research,ARG,Argentina,All works,All publication types,0.09931948057035707,2020
All AI research,ARG,Argentina,All works,All publication types,0.06781075970085451,2021
All AI research,ARG,Argentina,All works,All publication types,0.11009052430781953,2022
All AI research,ARG,Argentina,All works,All publication types,0.09312540507882924,2023
All AI research,ARG,Argentina,All works,All publication types,0.06751795572248849,2024
All AI research,ARG,Argentina,All works,All publication types,0.06280457215730978,2025
All AI research,ARG,Argentina,All works,All publication types,0.10405247674755745,2026
All AI research,LTU,Lithuania,All works,All publication types,0.13510677325421466,2000
All AI research,LTU,Lithuania,All works,All publication types,0.1616895561301008,2001
All AI research,LTU,Lithuania,All works,All publication types,0.04914399025700759,2002
All AI research,LTU,Lithuania,All works,All publication types,0.10047446326654245,2003
All AI research,LTU,Lithuania,All works,All publication types,0.16216984455571407,2004
All AI research,LTU,Lithuania,All works,All publication types,0.08493882417182327,2005
All AI research,LTU,Lithuania,All works,All publication types,0.09536499947211571,2006
All AI research,LTU,Lithuania,All works,All publication types,0.14517610224762015,2007
All AI research,LTU,Lithuania,All works,All publication types,0.0704186018887647,2008
All AI research,LTU,Lithuania,All works,All publication types,0.09611164060043503,2009
All AI research,LTU,Lithuania,All works,All publication types,0.11842672629429588,2010
All AI research,LTU,Lithuania,All works,All publication types,0.08786971037257282,2011
All AI research,LTU,Lithuania,All works,All publication types,0.11476081082319665,2012
All AI research,LTU,Lithuania,All works,All publication types,0.12833447806252388,2013
All AI research,LTU,Lithuania,All works,All publication types,0.09220369093950963,2014
All AI research,LTU,Lithuania,All works,All publication types,0.12839817687357694,2015
All AI research,LTU,Lithuania,All works,All publication types,0.09979321127722447,2016
All AI research,LTU,Lithuania,All works,All publication types,0.11056848967349847,2017
All AI research,LTU,Lithuania,All works,All publication types,0.05814523597491062,2018
All AI research,LTU,Lithuania,All works,All publication types,0.07450289658861647,2019
All AI research,LTU,Lithuania,All works,All publication types,0.07060357702623374,2020
All AI research,LTU,Lithuania,All works,All publication types,0.06888479427293409,2021
All AI research,LTU,Lithuania,All works,All publication types,0.06647478708525961,2022
All AI research,LTU,Lithuania,All works,All publication types,0.0565540997794798,2023
All AI research,LTU,Lithuania,All works,All publication types,0.06870275480527888,2024
All AI research,LTU,Lithuania,All works,All publication types,0.033589352148825004,2025
All AI research,EST,Estonia,All works,All publication types,0.00787029750300031,2000
All AI research,EST,Estonia,All works,All publication types,0.04258490398940757,2001
All AI research,EST,Estonia,All works,All publication types,0.0156244141179451,2002
All AI research,EST,Estonia,All works,All publication types,0.05203972509229551,2003
All AI research,EST,Estonia,All works,All publication types,0.062025120213028556,2004
All AI research,EST,Estonia,All works,All publication types,0.03610776794224671,2005
All AI research,EST,Estonia,All works,All publication types,0.08199026041240133,2006
All AI research,EST,Estonia,All works,All publication types,0.07044979800128173,2007
All AI research,EST,Estonia,All works,All publication types,0.07600421369975494,2008
All AI research,EST,Estonia,All works,All publication types,0.09104118426660684,2009
All AI research,EST,Estonia,All works,All publication types,0.11022099901526852,2010
All AI research,EST,Estonia,All works,All publication types,0.07343578192493588,2011
All AI research,EST,Estonia,All works,All publication types,0.0824678638969779,2012
All AI research,EST,Estonia,All works,All publication types,0.07964107838817225,2013
All AI research,EST,Estonia,All works,All publication types,0.10165935335812373,2014
All AI research,EST,Estonia,All works,All publication types,0.07868034106506892,2015
All AI research,EST,Estonia,All works,All publication types,0.06395728468571309,2016
All AI research,EST,Estonia,All works,All publication types,0.09996446171849467,2017
All AI research,EST,Estonia,All works,All publication types,0.06391741516450297,2018
All AI research,EST,Estonia,All works,All publication types,0.07076434314864934,2019
All AI research,EST,Estonia,All works,All publication types,0.07513410357357635,2020
All AI research,EST,Estonia,All works,All publication types,0.0518908205752229,2021
All AI research,EST,Estonia,All works,All publication types,0.08641633369057582,2022
All AI research,EST,Estonia,All works,All publication types,0.055787609611187436,2023
All AI research,EST,Estonia,All works,All publication types,0.07555344544498685,2024
All AI research,EST,Estonia,All works,All publication types,0.04939103477713786,2025
All AI research,EST,Estonia,All works,All publication types,0.06363466225023812,2026
All AI research,LUX,Luxembourg,All works,All publication types,0.04790801663114098,2001
All AI research,LUX,Luxembourg,All works,All publication types,0.004374835921733363,2002
All AI research,LUX,Luxembourg,All works,All publication types,0.007849567398835754,2003
All AI research,LUX,Luxembourg,All works,All publication types,0.008399235048102749,2004
All AI research,LUX,Luxembourg,All works,All publication types,0.01472927587809575,2005
All AI research,LUX,Luxembourg,All works,All publication types,0.022643744309826637,2006
All AI research,LUX,Luxembourg,All works,All publication types,0.012604436823975213,2007
All AI research,LUX,Luxembourg,All works,All publication types,0.037303904958829494,2008
All AI research,LUX,Luxembourg,All works,All publication types,0.022022431270808766,2009
All AI research,LUX,Luxembourg,All works,All publication types,0.014951113526609208,2010
All AI research,LUX,Luxembourg,All works,All publication types,0.04644903630516939,2011
All AI research,LUX,Luxembourg,All works,All publication types,0.026744417118731854,2012
All AI research,LUX,Luxembourg,All works,All publication types,0.05742314954246818,2013
All AI research,LUX,Luxembourg,All works,All publication types,0.07360641612393799,2014
All AI research,LUX,Luxembourg,All works,All publication types,0.07237234818771598,2015
All AI research,LUX,Luxembourg,All works,All publication types,0.07212000123996376,2016
All AI research,LUX,Luxembourg,All works,All publication types,0.05469058364229458,2017
All AI research,LUX,Luxembourg,All works,All publication types,0.08371252038804734,2018
All AI research,LUX,Luxembourg,All works,All publication types,0.062215749772410595,2019
All AI research,LUX,Luxembourg,All works,All publication types,0.07300394703593406,2020
All AI research,LUX,Luxembourg,All works,All publication types,0.040503608461534876,2021
All AI research,LUX,Luxembourg,All works,All publication types,0.05404251419148122,2022
All AI research,LUX,Luxembourg,All works,All publication types,0.08519827668310555,2023
All AI research,LUX,Luxembourg,All works,All publication types,0.07552485475961038,2024
All AI research,LUX,Luxembourg,All works,All publication types,0.0376144261219767,2025
All AI research,LUX,Luxembourg,All works,All publication types,0.022459292575312942,2026
All AI research,LVA,Latvia,All works,All publication types,0.00787029750300031,2000
All AI research,LVA,Latvia,All works,All publication types,0.03992334790650256,2001
All AI research,LVA,Latvia,All works,All publication types,0.010937089804333408,2002
All AI research,LVA,Latvia,All works,All publication types,0.008140292151968239,2003
All AI research,LVA,Latvia,All works,All publication types,0.010337520112525285,2004
All AI research,LVA,Latvia,All works,All publication types,0.03731416561637145,2005
All AI research,LVA,Latvia,All works,All publication types,0.022861472410859594,2006
All AI research,LVA,Latvia,All works,All publication types,0.037813310310936425,2007
All AI research,LVA,Latvia,All works,All publication types,0.029922918568776165,2008
All AI research,LVA,Latvia,All works,All publication types,0.013622122305808544,2009
All AI research,LVA,Latvia,All works,All publication types,0.04430695394353771,2010
All AI research,LVA,Latvia,All works,All publication types,0.035596457732217965,2011
All AI research,LVA,Latvia,All works,All publication types,0.03533492504214053,2012
All AI research,LVA,Latvia,All works,All publication types,0.048657622077292906,2013
All AI research,LVA,Latvia,All works,All publication types,0.07859378618587237,2014
All AI research,LVA,Latvia,All works,All publication types,0.08342829200981085,2015
All AI research,LVA,Latvia,All works,All publication types,0.05537843023911933,2016
All AI research,LVA,Latvia,All works,All publication types,0.04413568588207249,2017
All AI research,LVA,Latvia,All works,All publication types,0.07082620186051203,2018
All AI research,LVA,Latvia,All works,All publication types,0.057452384237356685,2019
All AI research,LVA,Latvia,All works,All publication types,0.09293337631509582,2020
All AI research,LVA,Latvia,All works,All publication types,0.035158505844732825,2021
All AI research,LVA,Latvia,All works,All publication types,0.044644393334948546,2022
All AI research,LVA,Latvia,All works,All publication types,0.03945082427976186,2023
All AI research,LVA,Latvia,All works,All publication types,0.016303704361072337,2024
All AI research,LVA,Latvia,All works,All publication types,0.029583605013098403,2025
All AI research,LVA,Latvia,All works,All publication types,0.019963815777439994,2026
All AI research,ISL,Iceland,All works,All publication types,0.01574059500600062,2000
All AI research,ISL,Iceland,All works,All publication types,0.031352990728962346,2002
All AI research,ISL,Iceland,All works,All publication types,0.02093217973022868,2003
All AI research,ISL,Iceland,All works,All publication types,0.0077531400266285695,2004
All AI research,ISL,Iceland,All works,All publication types,0.013256348290286176,2005
All AI research,ISL,Iceland,All works,All publication types,0.007838219112294717,2006
All AI research,ISL,Iceland,All works,All publication types,0.02511884188160561,2007
All AI research,ISL,Iceland,All works,All publication types,0.020746557314292556,2008
All AI research,ISL,Iceland,All works,All publication types,0.017784437612683165,2009
All AI research,ISL,Iceland,All works,All publication types,0.016376684684489672,2010
All AI research,ISL,Iceland,All works,All publication types,0.02998929243806297,2011
All AI research,ISL,Iceland,All works,All publication types,0.011421356298435648,2012
All AI research,ISL,Iceland,All works,All publication types,0.015026618593983182,2013
All AI research,ISL,Iceland,All works,All publication types,0.0253133232244268,2014
All AI research,ISL,Iceland,All works,All publication types,0.015803896100979483,2015
All AI research,ISL,Iceland,All works,All publication types,0.007682556730005562,2016
All AI research,ISL,Iceland,All works,All publication types,0.006550751153372198,2017
All AI research,ISL,Iceland,All works,All publication types,0.01310440737426048,2018
All AI research,ISL,Iceland,All works,All publication types,0.009928239269817311,2019
All AI research,ISL,Iceland,All works,All publication types,0.018434117221012944,2020
All AI research,ISL,Iceland,All works,All publication types,0.007680054289879223,2021
All AI research,ISL,Iceland,All works,All publication types,0.021066624617759867,2022
All AI research,ISL,Iceland,All works,All publication types,0.013619343501541512,2023
All AI research,ISL,Iceland,All works,All publication types,0.0038997701486295925,2024
All AI research,ISL,Iceland,All works,All publication types,0.012323822603809705,2025
All AI research,ISL,Iceland,All works,All publication types,0.024954769652077175,2026
All AI research,CRI,Costa Rica,All works,All publication types,0.01574059500600062,2000
All AI research,CRI,Costa Rica,All works,All publication types,0.0016405634706500112,2002
All AI research,CRI,Costa Rica,All works,All publication types,0.002612739704098239,2006
All AI research,CRI,Costa Rica,All works,All publication types,0.0036012677559867515,2007
All AI research,CRI,Costa Rica,All works,All publication types,0.0010639260014833523,2008
All AI research,CRI,Costa Rica,All works,All publication types,0.004540707435269515,2009
All AI research,CRI,Costa Rica,All works,All publication types,0.013560312117946475,2010
All AI research,CRI,Costa Rica,All works,All publication types,0.010490825975415183,2011
All AI research,CRI,Costa Rica,All works,All publication types,0.003830765189217704,2012
All AI research,CRI,Costa Rica,All works,All publication types,0.005008872864661061,2013
All AI research,CRI,Costa Rica,All works,All publication types,0.0020502727420872837,2014
All AI research,CRI,Costa Rica,All works,All publication types,0.020929745817528198,2015
All AI research,CRI,Costa Rica,All works,All publication types,0.011523835037768835,2016
All AI research,CRI,Costa Rica,All works,All publication types,0.021208056576221764,2017
All AI research,CRI,Costa Rica,All works,All publication types,0.018274853849712752,2018
All AI research,CRI,Costa Rica,All works,All publication types,0.037979165123057934,2019
All AI research,CRI,Costa Rica,All works,All publication types,0.01952003492243224,2020
All AI research,CRI,Costa Rica,All works,All publication types,0.018645650909736744,2021
All AI research,CRI,Costa Rica,All works,All publication types,0.02487093102936274,2022
All AI research,CRI,Costa Rica,All works,All publication types,0.010418738671650354,2023
All AI research,CRI,Costa Rica,All works,All publication types,0.00765090042651638,2024
All AI research,CRI,Costa Rica,All works,All publication types,0.019182687495707496,2025
All AI research,CRI,Costa Rica,All works,All publication types,0.012477384826038588,2026
