ai_concept,Country/territory,Country/territory_label,impact_level,pub_type,publications,year
All AI research,CHN,China (People's Republic of),All works,All publication types,5.06296239784711,2000
All AI research,CHN,China (People's Republic of),All works,All publication types,6.529995730458041,2001
All AI research,CHN,China (People's Republic of),All works,All publication types,6.710933152005132,2002
All AI research,CHN,China (People's Republic of),All works,All publication types,9.42559435831158,2003
All AI research,CHN,China (People's Republic of),All works,All publication types,15.306596655755191,2004
All AI research,CHN,China (People's Republic of),All works,All publication types,18.059792112522246,2005
All AI research,CHN,China (People's Republic of),All works,All publication types,22.57939646766177,2006
All AI research,CHN,China (People's Republic of),All works,All publication types,25.06843126444129,2007
All AI research,CHN,China (People's Republic of),All works,All publication types,27.331868307999805,2008
All AI research,CHN,China (People's Republic of),All works,All publication types,28.133628808746625,2009
All AI research,CHN,China (People's Republic of),All works,All publication types,27.885223723642717,2010
All AI research,CHN,China (People's Republic of),All works,All publication types,25.335134565519567,2011
All AI research,CHN,China (People's Republic of),All works,All publication types,22.087369929568638,2012
All AI research,CHN,China (People's Republic of),All works,All publication types,20.82276872345882,2013
All AI research,CHN,China (People's Republic of),All works,All publication types,19.17779001169197,2014
All AI research,CHN,China (People's Republic of),All works,All publication types,17.21357316709819,2015
All AI research,CHN,China (People's Republic of),All works,All publication types,15.816977557276758,2016
All AI research,CHN,China (People's Republic of),All works,All publication types,16.737961302968575,2017
All AI research,CHN,China (People's Republic of),All works,All publication types,19.350310525983147,2018
All AI research,CHN,China (People's Republic of),All works,All publication types,21.10422821167963,2019
All AI research,CHN,China (People's Republic of),All works,All publication types,21.681773326012724,2020
All AI research,CHN,China (People's Republic of),All works,All publication types,24.34944144084157,2021
All AI research,CHN,China (People's Republic of),All works,All publication types,28.59642604585999,2022
All AI research,CHN,China (People's Republic of),All works,All publication types,28.844263590762097,2023
All AI research,CHN,China (People's Republic of),All works,All publication types,30.697636578555326,2024
All AI research,CHN,China (People's Republic of),All works,All publication types,18.014530281094395,2025
All AI research,CHN,China (People's Republic of),All works,All publication types,32.43123821700347,2026
All AI research,USA,United States,All works,All publication types,27.152679453090627,2000
All AI research,USA,United States,All works,All publication types,26.117315098076233,2001
All AI research,USA,United States,All works,All publication types,30.168505851946943,2002
All AI research,USA,United States,All works,All publication types,28.740940127804908,2003
All AI research,USA,United States,All works,All publication types,21.951769300103244,2004
All AI research,USA,United States,All works,All publication types,22.76534235660078,2005
All AI research,USA,United States,All works,All publication types,18.50846570915007,2006
All AI research,USA,United States,All works,All publication types,17.66237049126295,2007
All AI research,USA,United States,All works,All publication types,15.464149518948968,2008
All AI research,USA,United States,All works,All publication types,15.732329671895878,2009
All AI research,USA,United States,All works,All publication types,15.031563543065166,2010
All AI research,USA,United States,All works,All publication types,15.572723729692674,2011
All AI research,USA,United States,All works,All publication types,15.032907305646413,2012
All AI research,USA,United States,All works,All publication types,14.874673873121575,2013
All AI research,USA,United States,All works,All publication types,14.435510974671972,2014
All AI research,USA,United States,All works,All publication types,15.327672180176142,2015
All AI research,USA,United States,All works,All publication types,15.526378091130596,2016
All AI research,USA,United States,All works,All publication types,16.063103083519604,2017
All AI research,USA,United States,All works,All publication types,16.95039817406737,2018
All AI research,USA,United States,All works,All publication types,17.437962299442567,2019
All AI research,USA,United States,All works,All publication types,17.726133289224784,2020
All AI research,USA,United States,All works,All publication types,16.195206048931038,2021
All AI research,USA,United States,All works,All publication types,12.535040451899405,2022
All AI research,USA,United States,All works,All publication types,12.181553678359696,2023
All AI research,USA,United States,All works,All publication types,11.340336880882885,2024
All AI research,USA,United States,All works,All publication types,9.508883595002045,2025
All AI research,USA,United States,All works,All publication types,11.000233781422423,2026
All AI research,JPN,Japan,All works,All publication types,8.638919569980434,2000
All AI research,JPN,Japan,All works,All publication types,8.43145603815107,2001
All AI research,JPN,Japan,All works,All publication types,10.90230951616843,2002
All AI research,JPN,Japan,All works,All publication types,9.999501689901674,2003
All AI research,JPN,Japan,All works,All publication types,9.025564031378591,2004
All AI research,JPN,Japan,All works,All publication types,8.882720403943733,2005
All AI research,JPN,Japan,All works,All publication types,7.279250278695194,2006
All AI research,JPN,Japan,All works,All publication types,6.143790635823437,2007
All AI research,JPN,Japan,All works,All publication types,6.5784659250434565,2008
All AI research,JPN,Japan,All works,All publication types,5.773031180020857,2009
All AI research,JPN,Japan,All works,All publication types,5.7648342792391425,2010
All AI research,JPN,Japan,All works,All publication types,5.3794621496355886,2011
All AI research,JPN,Japan,All works,All publication types,5.616932464676013,2012
All AI research,JPN,Japan,All works,All publication types,5.469481019806325,2013
All AI research,JPN,Japan,All works,All publication types,4.8731181833959605,2014
All AI research,JPN,Japan,All works,All publication types,4.689970955905866,2015
All AI research,JPN,Japan,All works,All publication types,5.266555464928649,2016
All AI research,JPN,Japan,All works,All publication types,4.734687624937117,2017
All AI research,JPN,Japan,All works,All publication types,4.382480349544835,2018
All AI research,JPN,Japan,All works,All publication types,3.8742555429236663,2019
All AI research,JPN,Japan,All works,All publication types,3.602936577964347,2020
All AI research,JPN,Japan,All works,All publication types,3.064865626804479,2021
All AI research,JPN,Japan,All works,All publication types,2.817949623444734,2022
All AI research,JPN,Japan,All works,All publication types,2.809763070848856,2023
All AI research,JPN,Japan,All works,All publication types,2.8003459945346467,2024
All AI research,JPN,Japan,All works,All publication types,35.413520780962095,2025
All AI research,JPN,Japan,All works,All publication types,1.498247300953284,2026
All AI research,GBR,United Kingdom,All works,All publication types,8.044267726932928,2000
All AI research,GBR,United Kingdom,All works,All publication types,8.066157360414818,2001
All AI research,GBR,United Kingdom,All works,All publication types,5.765071147339825,2002
All AI research,GBR,United Kingdom,All works,All publication types,6.293062610280938,2003
All AI research,GBR,United Kingdom,All works,All publication types,5.695835911584861,2004
All AI research,GBR,United Kingdom,All works,All publication types,5.167347771569939,2005
All AI research,GBR,United Kingdom,All works,All publication types,5.142664790548814,2006
All AI research,GBR,United Kingdom,All works,All publication types,5.145509181986351,2007
All AI research,GBR,United Kingdom,All works,All publication types,4.8817044442271955,2008
All AI research,GBR,United Kingdom,All works,All publication types,4.309375920033711,2009
All AI research,GBR,United Kingdom,All works,All publication types,4.0004179613485755,2010
All AI research,GBR,United Kingdom,All works,All publication types,3.972276211771952,2011
All AI research,GBR,United Kingdom,All works,All publication types,3.755962353989978,2012
All AI research,GBR,United Kingdom,All works,All publication types,4.305126127534423,2013
All AI research,GBR,United Kingdom,All works,All publication types,4.156729281688798,2014
All AI research,GBR,United Kingdom,All works,All publication types,4.340503937156561,2015
All AI research,GBR,United Kingdom,All works,All publication types,4.199440403964532,2016
All AI research,GBR,United Kingdom,All works,All publication types,3.9322292594528676,2017
All AI research,GBR,United Kingdom,All works,All publication types,3.7947042737277608,2018
All AI research,GBR,United Kingdom,All works,All publication types,3.973755009954051,2019
All AI research,GBR,United Kingdom,All works,All publication types,3.9989470101308764,2020
All AI research,GBR,United Kingdom,All works,All publication types,3.6991691457758438,2021
All AI research,GBR,United Kingdom,All works,All publication types,2.9524218219214835,2022
All AI research,GBR,United Kingdom,All works,All publication types,3.389285275070809,2023
All AI research,GBR,United Kingdom,All works,All publication types,3.4897282178215216,2024
All AI research,GBR,United Kingdom,All works,All publication types,2.5742864205781872,2025
All AI research,GBR,United Kingdom,All works,All publication types,3.6924945360277857,2026
All AI research,DEU,Germany,All works,All publication types,6.579329926736038,2000
All AI research,DEU,Germany,All works,All publication types,6.887119532524298,2001
All AI research,DEU,Germany,All works,All publication types,4.951257341215064,2002
All AI research,DEU,Germany,All works,All publication types,4.225696004757724,2003
All AI research,DEU,Germany,All works,All publication types,4.766005609574107,2004
All AI research,DEU,Germany,All works,All publication types,4.269398342359885,2005
All AI research,DEU,Germany,All works,All publication types,3.974499011316118,2006
All AI research,DEU,Germany,All works,All publication types,4.175042697832514,2007
All AI research,DEU,Germany,All works,All publication types,4.299009605793387,2008
All AI research,DEU,Germany,All works,All publication types,4.5595268635704915,2009
All AI research,DEU,Germany,All works,All publication types,4.673654841379003,2010
All AI research,DEU,Germany,All works,All publication types,4.547890779030768,2011
All AI research,DEU,Germany,All works,All publication types,5.215534720316402,2012
All AI research,DEU,Germany,All works,All publication types,4.873969321825705,2013
All AI research,DEU,Germany,All works,All publication types,4.958386864447499,2014
All AI research,DEU,Germany,All works,All publication types,4.680699805606955,2015
All AI research,DEU,Germany,All works,All publication types,4.760809905508252,2016
All AI research,DEU,Germany,All works,All publication types,4.520006888305596,2017
All AI research,DEU,Germany,All works,All publication types,4.654657659577096,2018
All AI research,DEU,Germany,All works,All publication types,4.423383986758221,2019
All AI research,DEU,Germany,All works,All publication types,4.182843724469959,2020
All AI research,DEU,Germany,All works,All publication types,4.129423738540197,2021
All AI research,DEU,Germany,All works,All publication types,3.7496689486985377,2022
All AI research,DEU,Germany,All works,All publication types,3.651573777906918,2023
All AI research,DEU,Germany,All works,All publication types,3.245406981621031,2024
All AI research,DEU,Germany,All works,All publication types,2.6455691198790117,2025
All AI research,DEU,Germany,All works,All publication types,3.155180178890072,2026
All AI research,FRA,France,All works,All publication types,4.603112136885658,2000
All AI research,FRA,France,All works,All publication types,4.057942083522959,2001
All AI research,FRA,France,All works,All publication types,3.8031964963316085,2002
All AI research,FRA,France,All works,All publication types,3.6669810793035404,2003
All AI research,FRA,France,All works,All publication types,3.889826707298736,2004
All AI research,FRA,France,All works,All publication types,4.193855862026382,2005
All AI research,FRA,France,All works,All publication types,3.6794991596700815,2006
All AI research,FRA,France,All works,All publication types,4.102307261570645,2007
All AI research,FRA,France,All works,All publication types,4.2499785052357595,2008
All AI research,FRA,France,All works,All publication types,3.9942843269488453,2009
All AI research,FRA,France,All works,All publication types,3.770074496420374,2010
All AI research,FRA,France,All works,All publication types,3.9504855292638896,2011
All AI research,FRA,France,All works,All publication types,3.870195036463043,2012
All AI research,FRA,France,All works,All publication types,4.219011950710882,2013
All AI research,FRA,France,All works,All publication types,4.341885364915804,2014
All AI research,FRA,France,All works,All publication types,4.419926773240568,2015
All AI research,FRA,France,All works,All publication types,3.9726920579414067,2016
All AI research,FRA,France,All works,All publication types,3.399816298569755,2017
All AI research,FRA,France,All works,All publication types,3.0596755657798886,2018
All AI research,FRA,France,All works,All publication types,2.931177213932916,2019
All AI research,FRA,France,All works,All publication types,2.510652700220099,2020
All AI research,FRA,France,All works,All publication types,2.4156843071019702,2021
All AI research,FRA,France,All works,All publication types,2.4168332929605802,2022
All AI research,FRA,France,All works,All publication types,2.3432541073370983,2023
All AI research,FRA,France,All works,All publication types,2.3200002947334495,2024
All AI research,FRA,France,All works,All publication types,1.046949420833675,2025
All AI research,FRA,France,All works,All publication types,0.8218400567864944,2026
All AI research,ESP,Spain,All works,All publication types,3.123196406943826,2000
All AI research,ESP,Spain,All works,All publication types,3.8967405176968497,2001
All AI research,ESP,Spain,All works,All publication types,2.4149572551484138,2002
All AI research,ESP,Spain,All works,All publication types,2.930598293241788,2003
All AI research,ESP,Spain,All works,All publication types,3.4976168351765957,2004
All AI research,ESP,Spain,All works,All publication types,2.846098762682679,2005
All AI research,ESP,Spain,All works,All publication types,3.375381824950748,2006
All AI research,ESP,Spain,All works,All publication types,3.3798333175779294,2007
All AI research,ESP,Spain,All works,All publication types,2.752451938731623,2008
All AI research,ESP,Spain,All works,All publication types,3.1984092234678805,2009
All AI research,ESP,Spain,All works,All publication types,3.0306842181442595,2010
All AI research,ESP,Spain,All works,All publication types,3.4297477285361655,2011
All AI research,ESP,Spain,All works,All publication types,2.7536586026692706,2012
All AI research,ESP,Spain,All works,All publication types,2.7930003650817112,2013
All AI research,ESP,Spain,All works,All publication types,2.5874563249156917,2014
All AI research,ESP,Spain,All works,All publication types,2.5203481738793605,2015
All AI research,ESP,Spain,All works,All publication types,2.1060633033581015,2016
All AI research,ESP,Spain,All works,All publication types,2.0432648645005953,2017
All AI research,ESP,Spain,All works,All publication types,1.7409056618176508,2018
All AI research,ESP,Spain,All works,All publication types,1.7243622437066146,2019
All AI research,ESP,Spain,All works,All publication types,1.416083197807891,2020
All AI research,ESP,Spain,All works,All publication types,1.3023399802482742,2021
All AI research,ESP,Spain,All works,All publication types,1.3698196553340876,2022
All AI research,ESP,Spain,All works,All publication types,1.2457633391064828,2023
All AI research,ESP,Spain,All works,All publication types,1.2266457503058763,2024
All AI research,ESP,Spain,All works,All publication types,0.8317474420301504,2025
All AI research,ESP,Spain,All works,All publication types,1.2951141758053755,2026
All AI research,CAN,Canada,All works,All publication types,3.3987879885859837,2000
All AI research,CAN,Canada,All works,All publication types,3.39450478616996,2001
All AI research,CAN,Canada,All works,All publication types,3.941772340257201,2002
All AI research,CAN,Canada,All works,All publication types,3.536646834072202,2003
All AI research,CAN,Canada,All works,All publication types,3.048802303589665,2004
All AI research,CAN,Canada,All works,All publication types,3.198892454144829,2005
All AI research,CAN,Canada,All works,All publication types,2.855436421402552,2006
All AI research,CAN,Canada,All works,All publication types,2.6835553389658147,2007
All AI research,CAN,Canada,All works,All publication types,2.315462046274587,2008
All AI research,CAN,Canada,All works,All publication types,2.187795079634525,2009
All AI research,CAN,Canada,All works,All publication types,2.2332352055425684,2010
All AI research,CAN,Canada,All works,All publication types,2.1319945195100263,2011
All AI research,CAN,Canada,All works,All publication types,2.2723007851668124,2012
All AI research,CAN,Canada,All works,All publication types,2.338075358199643,2013
All AI research,CAN,Canada,All works,All publication types,2.052246254754768,2014
All AI research,CAN,Canada,All works,All publication types,2.1422672056319016,2015
All AI research,CAN,Canada,All works,All publication types,2.0317264938434914,2016
All AI research,CAN,Canada,All works,All publication types,1.9927228846124048,2017
All AI research,CAN,Canada,All works,All publication types,1.9939910852961331,2018
All AI research,CAN,Canada,All works,All publication types,2.1211294557139566,2019
All AI research,CAN,Canada,All works,All publication types,2.120650662498333,2020
All AI research,CAN,Canada,All works,All publication types,2.0520804715739085,2021
All AI research,CAN,Canada,All works,All publication types,1.6910343477839085,2022
All AI research,CAN,Canada,All works,All publication types,1.7695290028266712,2023
All AI research,CAN,Canada,All works,All publication types,1.4569385922820461,2024
All AI research,CAN,Canada,All works,All publication types,1.1241782490060444,2025
All AI research,CAN,Canada,All works,All publication types,1.1851579369462808,2026
All AI research,ITA,Italy,All works,All publication types,3.1083007791995665,2000
All AI research,ITA,Italy,All works,All publication types,2.966114592860477,2001
All AI research,ITA,Italy,All works,All publication types,3.2543397363521853,2002
All AI research,ITA,Italy,All works,All publication types,2.701625262840407,2003
All AI research,ITA,Italy,All works,All publication types,2.1309843732190457,2004
All AI research,ITA,Italy,All works,All publication types,2.363609248963101,2005
All AI research,ITA,Italy,All works,All publication types,2.271539572387489,2006
All AI research,ITA,Italy,All works,All publication types,2.2741921337987963,2007
All AI research,ITA,Italy,All works,All publication types,1.9525364330187485,2008
All AI research,ITA,Italy,All works,All publication types,2.2118518614187326,2009
All AI research,ITA,Italy,All works,All publication types,2.067319695153364,2010
All AI research,ITA,Italy,All works,All publication types,1.9265157362728818,2011
All AI research,ITA,Italy,All works,All publication types,2.1341200643435596,2012
All AI research,ITA,Italy,All works,All publication types,2.34549677828243,2013
All AI research,ITA,Italy,All works,All publication types,2.0796532908414482,2014
All AI research,ITA,Italy,All works,All publication types,2.235311914643081,2015
All AI research,ITA,Italy,All works,All publication types,2.2945145451600677,2016
All AI research,ITA,Italy,All works,All publication types,1.893061876973225,2017
All AI research,ITA,Italy,All works,All publication types,1.7877696527449678,2018
All AI research,ITA,Italy,All works,All publication types,1.7916326502975561,2019
All AI research,ITA,Italy,All works,All publication types,1.8934831791728135,2020
All AI research,ITA,Italy,All works,All publication types,1.8343609936194805,2021
All AI research,ITA,Italy,All works,All publication types,1.9901328682263522,2022
All AI research,ITA,Italy,All works,All publication types,1.8959230848888886,2023
All AI research,ITA,Italy,All works,All publication types,1.9118801296601915,2024
All AI research,ITA,Italy,All works,All publication types,1.244418370383082,2025
All AI research,ITA,Italy,All works,All publication types,1.880604135843947,2026
All AI research,KOR,Korea,All works,All publication types,1.8364027655551047,2000
All AI research,KOR,Korea,All works,All publication types,1.7489087833713994,2001
All AI research,KOR,Korea,All works,All publication types,2.152236950895924,2002
All AI research,KOR,Korea,All works,All publication types,2.0647269540779876,2003
All AI research,KOR,Korea,All works,All publication types,2.3000120424184547,2004
All AI research,KOR,Korea,All works,All publication types,2.3538996123595677,2005
All AI research,KOR,Korea,All works,All publication types,2.2879637250952216,2006
All AI research,KOR,Korea,All works,All publication types,2.08436871353256,2007
All AI research,KOR,Korea,All works,All publication types,1.8049694448196736,2008
All AI research,KOR,Korea,All works,All publication types,1.8499260279456244,2009
All AI research,KOR,Korea,All works,All publication types,1.6405452573996948,2010
All AI research,KOR,Korea,All works,All publication types,1.7155859581013873,2011
All AI research,KOR,Korea,All works,All publication types,1.7683356345390462,2012
All AI research,KOR,Korea,All works,All publication types,1.9415510226288626,2013
All AI research,KOR,Korea,All works,All publication types,1.8900780578354488,2014
All AI research,KOR,Korea,All works,All publication types,1.7542163113469764,2015
All AI research,KOR,Korea,All works,All publication types,1.7313769299643953,2016
All AI research,KOR,Korea,All works,All publication types,1.8059127432521176,2017
All AI research,KOR,Korea,All works,All publication types,1.9063144748065268,2018
All AI research,KOR,Korea,All works,All publication types,2.0205173636534175,2019
All AI research,KOR,Korea,All works,All publication types,2.2156517276127667,2020
All AI research,KOR,Korea,All works,All publication types,2.211554581370995,2021
All AI research,KOR,Korea,All works,All publication types,2.1413834893756425,2022
All AI research,KOR,Korea,All works,All publication types,2.2204099595874407,2023
All AI research,KOR,Korea,All works,All publication types,2.1367371023140516,2024
All AI research,KOR,Korea,All works,All publication types,1.3602780163476407,2025
All AI research,KOR,Korea,All works,All publication types,1.8205341676921392,2026
All AI research,AUS,Australia,All works,All publication types,2.072052577260296,2000
All AI research,AUS,Australia,All works,All publication types,2.474360321703021,2001
All AI research,AUS,Australia,All works,All publication types,3.1316168777939675,2002
All AI research,AUS,Australia,All works,All publication types,2.7764210519093546,2003
All AI research,AUS,Australia,All works,All publication types,2.3412513793285763,2004
All AI research,AUS,Australia,All works,All publication types,2.122192919406755,2005
All AI research,AUS,Australia,All works,All publication types,2.042771043293562,2006
All AI research,AUS,Australia,All works,All publication types,1.8070550352331238,2007
All AI research,AUS,Australia,All works,All publication types,1.6319977498011693,2008
All AI research,AUS,Australia,All works,All publication types,1.5877614445448043,2009
All AI research,AUS,Australia,All works,All publication types,1.6310635049575812,2010
All AI research,AUS,Australia,All works,All publication types,1.582133905483547,2011
All AI research,AUS,Australia,All works,All publication types,1.6804667117165126,2012
All AI research,AUS,Australia,All works,All publication types,1.6559711214161195,2013
All AI research,AUS,Australia,All works,All publication types,1.6019216174744384,2014
All AI research,AUS,Australia,All works,All publication types,1.6325346100099611,2015
All AI research,AUS,Australia,All works,All publication types,1.6689239003674063,2016
All AI research,AUS,Australia,All works,All publication types,1.7606784376315645,2017
All AI research,AUS,Australia,All works,All publication types,1.594038502066858,2018
All AI research,AUS,Australia,All works,All publication types,1.4548192821281194,2019
All AI research,AUS,Australia,All works,All publication types,1.4466747040670227,2020
All AI research,AUS,Australia,All works,All publication types,1.430833851474234,2021
All AI research,AUS,Australia,All works,All publication types,1.2896531781144975,2022
All AI research,AUS,Australia,All works,All publication types,1.2773150845181238,2023
All AI research,AUS,Australia,All works,All publication types,1.297297743657201,2024
All AI research,AUS,Australia,All works,All publication types,0.7921815856518266,2025
All AI research,AUS,Australia,All works,All publication types,0.9294860395073274,2026
All AI research,NLD,Netherlands,All works,All publication types,2.47367821989438,2000
All AI research,NLD,Netherlands,All works,All publication types,2.5187639723833586,2001
All AI research,NLD,Netherlands,All works,All publication types,1.2144631431915096,2002
All AI research,NLD,Netherlands,All works,All publication types,1.4363912664441085,2003
All AI research,NLD,Netherlands,All works,All publication types,1.4424359126877004,2004
All AI research,NLD,Netherlands,All works,All publication types,1.3951605208694504,2005
All AI research,NLD,Netherlands,All works,All publication types,1.3559849719767678,2006
All AI research,NLD,Netherlands,All works,All publication types,1.4475895473621112,2007
All AI research,NLD,Netherlands,All works,All publication types,1.362004811212931,2008
All AI research,NLD,Netherlands,All works,All publication types,1.3251505613191323,2009
All AI research,NLD,Netherlands,All works,All publication types,1.320551035089487,2010
All AI research,NLD,Netherlands,All works,All publication types,1.411177517430487,2011
All AI research,NLD,Netherlands,All works,All publication types,1.3497300218934982,2012
All AI research,NLD,Netherlands,All works,All publication types,1.3291577526954121,2013
All AI research,NLD,Netherlands,All works,All publication types,1.2765156681846792,2014
All AI research,NLD,Netherlands,All works,All publication types,1.176177147028809,2015
All AI research,NLD,Netherlands,All works,All publication types,1.3438534959615374,2016
All AI research,NLD,Netherlands,All works,All publication types,1.1580686710126997,2017
All AI research,NLD,Netherlands,All works,All publication types,1.1871269404403715,2018
All AI research,NLD,Netherlands,All works,All publication types,1.21841997157464,2019
All AI research,NLD,Netherlands,All works,All publication types,1.1054040660798732,2020
All AI research,NLD,Netherlands,All works,All publication types,1.0483331656561634,2021
All AI research,NLD,Netherlands,All works,All publication types,0.8542745225018715,2022
All AI research,NLD,Netherlands,All works,All publication types,0.9456822900150125,2023
All AI research,NLD,Netherlands,All works,All publication types,0.8122807460601547,2024
All AI research,NLD,Netherlands,All works,All publication types,0.6551305631097437,2025
All AI research,NLD,Netherlands,All works,All publication types,0.8673564893947107,2026
All AI research,POL,Poland,All works,All publication types,0.9348164439732126,2000
All AI research,POL,Poland,All works,All publication types,0.7826306779131312,2001
All AI research,POL,Poland,All works,All publication types,0.7697523762046645,2002
All AI research,POL,Poland,All works,All publication types,1.1578984202014493,2003
All AI research,POL,Poland,All works,All publication types,1.2287650033506945,2004
All AI research,POL,Poland,All works,All publication types,0.9232684158762341,2005
All AI research,POL,Poland,All works,All publication types,1.0733818985111134,2006
All AI research,POL,Poland,All works,All publication types,1.1356640407165937,2007
All AI research,POL,Poland,All works,All publication types,1.2679870000211118,2008
All AI research,POL,Poland,All works,All publication types,1.0051108226043493,2009
All AI research,POL,Poland,All works,All publication types,1.1478746226426748,2010
All AI research,POL,Poland,All works,All publication types,1.067471701274021,2011
All AI research,POL,Poland,All works,All publication types,1.3407230814106015,2012
All AI research,POL,Poland,All works,All publication types,1.2699537263245588,2013
All AI research,POL,Poland,All works,All publication types,1.5383000827205944,2014
All AI research,POL,Poland,All works,All publication types,1.3289156241661058,2015
All AI research,POL,Poland,All works,All publication types,1.3080511027924138,2016
All AI research,POL,Poland,All works,All publication types,1.188376156790746,2017
All AI research,POL,Poland,All works,All publication types,1.0414943072897838,2018
All AI research,POL,Poland,All works,All publication types,0.8078904798374946,2019
All AI research,POL,Poland,All works,All publication types,0.7041010601574077,2020
All AI research,POL,Poland,All works,All publication types,0.6392116183912648,2021
All AI research,POL,Poland,All works,All publication types,0.5998408825770492,2022
All AI research,POL,Poland,All works,All publication types,0.6590816626309879,2023
All AI research,POL,Poland,All works,All publication types,0.5302890122524327,2024
All AI research,POL,Poland,All works,All publication types,0.3847219986512798,2025
All AI research,POL,Poland,All works,All publication types,0.6311294805470489,2026
All AI research,TUR,Türkiye,All works,All publication types,0.42499606656933564,2000
All AI research,TUR,Türkiye,All works,All publication types,0.43143831411693806,2001
All AI research,TUR,Türkiye,All works,All publication types,0.5953214313744338,2002
All AI research,TUR,Türkiye,All works,All publication types,0.6023234768527163,2003
All AI research,TUR,Türkiye,All works,All publication types,1.0325890438993073,2004
All AI research,TUR,Türkiye,All works,All publication types,0.8005852382655883,2005
All AI research,TUR,Türkiye,All works,All publication types,0.9573513665987892,2006
All AI research,TUR,Türkiye,All works,All publication types,0.9658149660829729,2007
All AI research,TUR,Türkiye,All works,All publication types,0.8139223788967934,2008
All AI research,TUR,Türkiye,All works,All publication types,0.973639720251184,2009
All AI research,TUR,Türkiye,All works,All publication types,0.7798917944710587,2010
All AI research,TUR,Türkiye,All works,All publication types,0.8858305302228505,2011
All AI research,TUR,Türkiye,All works,All publication types,0.9907485553190493,2012
All AI research,TUR,Türkiye,All works,All publication types,1.0788575489882755,2013
All AI research,TUR,Türkiye,All works,All publication types,1.098696031948446,2014
All AI research,TUR,Türkiye,All works,All publication types,1.0651790064215658,2015
All AI research,TUR,Türkiye,All works,All publication types,1.1178803654748208,2016
All AI research,TUR,Türkiye,All works,All publication types,1.3225064938413196,2017
All AI research,TUR,Türkiye,All works,All publication types,1.2496963282008087,2018
All AI research,TUR,Türkiye,All works,All publication types,1.0600700094609892,2019
All AI research,TUR,Türkiye,All works,All publication types,0.9836748876488101,2020
All AI research,TUR,Türkiye,All works,All publication types,0.996941846506826,2021
All AI research,TUR,Türkiye,All works,All publication types,1.1185323149014046,2022
All AI research,TUR,Türkiye,All works,All publication types,1.0054279258189036,2023
All AI research,TUR,Türkiye,All works,All publication types,1.0389525903998085,2024
All AI research,TUR,Türkiye,All works,All publication types,0.730202369334584,2025
All AI research,TUR,Türkiye,All works,All publication types,1.407440424689171,2026
All AI research,RUS,Russia,All works,All publication types,0.5055354456478995,2000
All AI research,RUS,Russia,All works,All publication types,0.4752399160034968,2001
All AI research,RUS,Russia,All works,All publication types,0.3969434511196405,2002
All AI research,RUS,Russia,All works,All publication types,0.4641406263466026,2003
All AI research,RUS,Russia,All works,All publication types,0.3210446053741673,2004
All AI research,RUS,Russia,All works,All publication types,0.3264288100457642,2005
All AI research,RUS,Russia,All works,All publication types,0.32363136403072584,2006
All AI research,RUS,Russia,All works,All publication types,0.34629082372627207,2007
All AI research,RUS,Russia,All works,All publication types,0.30305362025350474,2008
All AI research,RUS,Russia,All works,All publication types,0.4290211729623128,2009
All AI research,RUS,Russia,All works,All publication types,0.31453339899049293,2010
All AI research,RUS,Russia,All works,All publication types,0.5636105769759628,2011
All AI research,RUS,Russia,All works,All publication types,0.5074395901677627,2012
All AI research,RUS,Russia,All works,All publication types,0.7887569163690079,2013
All AI research,RUS,Russia,All works,All publication types,1.072878396921041,2014
All AI research,RUS,Russia,All works,All publication types,1.2890715963869948,2015
All AI research,RUS,Russia,All works,All publication types,1.744028785333564,2016
All AI research,RUS,Russia,All works,All publication types,1.893508959506234,2017
All AI research,RUS,Russia,All works,All publication types,1.7587509281670533,2018
All AI research,RUS,Russia,All works,All publication types,1.7898982325454431,2019
All AI research,RUS,Russia,All works,All publication types,1.7254470658462027,2020
All AI research,RUS,Russia,All works,All publication types,1.8084847261807235,2021
All AI research,RUS,Russia,All works,All publication types,1.3827748234180781,2022
All AI research,RUS,Russia,All works,All publication types,1.3514481259589208,2023
All AI research,RUS,Russia,All works,All publication types,1.3159261721657225,2024
All AI research,RUS,Russia,All works,All publication types,0.7260765676028628,2025
All AI research,RUS,Russia,All works,All publication types,1.3973705402667231,2026
All AI research,SGP,Singapore,All works,All publication types,1.1490634298087699,2000
All AI research,SGP,Singapore,All works,All publication types,0.9922282563854536,2001
All AI research,SGP,Singapore,All works,All publication types,1.205753389028,2002
All AI research,SGP,Singapore,All works,All publication types,1.1444669251283013,2003
All AI research,SGP,Singapore,All works,All publication types,1.554763012053673,2004
All AI research,SGP,Singapore,All works,All publication types,1.1585627569193748,2005
All AI research,SGP,Singapore,All works,All publication types,1.035758452635387,2006
All AI research,SGP,Singapore,All works,All publication types,0.9002493785066369,2007
All AI research,SGP,Singapore,All works,All publication types,0.9493316615259827,2008
All AI research,SGP,Singapore,All works,All publication types,0.8522161799050976,2009
All AI research,SGP,Singapore,All works,All publication types,0.8812861875363849,2010
All AI research,SGP,Singapore,All works,All publication types,0.7379357250579093,2011
All AI research,SGP,Singapore,All works,All publication types,0.9479286147887418,2012
All AI research,SGP,Singapore,All works,All publication types,0.7890848855390282,2013
